date,lotto,type
2023-04-16,541295,"prize_4th"
2023-04-16,649906,"prize_4th"
2023-04-16,738692,"prize_4th"
2023-04-16,822023,"prize_4th"
2023-04-16,033645,"prize_4th"
2023-04-16,137614,"prize_4th"
2023-04-16,270800,"prize_4th"
2023-04-16,311303,"prize_4th"
2023-04-16,473034,"prize_4th"
2023-04-16,499201,"prize_4th"
2023-04-16,555606,"prize_4th"
2023-04-16,696078,"prize_4th"
2023-04-16,752902,"prize_4th"
2023-04-16,931368,"prize_4th"
2023-04-16,053752,"prize_4th"
2023-04-16,151988,"prize_4th"
2023-04-16,272180,"prize_4th"
2023-04-16,361620,"prize_4th"
2023-04-16,475445,"prize_4th"
2023-04-16,511258,"prize_4th"
2023-04-16,615395,"prize_4th"
2023-04-16,701134,"prize_4th"
2023-04-16,759403,"prize_4th"
2023-04-16,939361,"prize_4th"
2023-04-16,056498,"prize_4th"
2023-04-16,207440,"prize_4th"
2023-04-16,281242,"prize_4th"
2023-04-16,366210,"prize_4th"
2023-04-16,482237,"prize_4th"
2023-04-16,522818,"prize_4th"
2023-04-16,615652,"prize_4th"
2023-04-16,704855,"prize_4th"
2023-04-16,761125,"prize_4th"
2023-04-16,984802,"prize_4th"
2023-04-16,003469,"prize_5th"
2023-04-16,092057,"prize_5th"
2023-04-16,245875,"prize_5th"
2023-04-16,311824,"prize_5th"
2023-04-16,440114,"prize_5th"
2023-04-16,537824,"prize_5th"
2023-04-16,615242,"prize_5th"
2023-04-16,701717,"prize_5th"
2023-04-16,822313,"prize_5th"
2023-04-16,889837,"prize_5th"
2023-04-16,012410,"prize_5th"
2023-04-16,099334,"prize_5th"
2023-04-16,249159,"prize_5th"
2023-04-16,330175,"prize_5th"
2023-04-16,455560,"prize_5th"
2023-04-16,555294,"prize_5th"
2023-04-16,618287,"prize_5th"
2023-04-16,706120,"prize_5th"
2023-04-16,822861,"prize_5th"
2023-04-16,908100,"prize_5th"
2023-04-16,014111,"prize_5th"
2023-04-16,101917,"prize_5th"
2023-04-16,258022,"prize_5th"
2023-04-16,336224,"prize_5th"
2023-04-16,464518,"prize_5th"
2023-04-16,557282,"prize_5th"
2023-04-16,648773,"prize_5th"
2023-04-16,708014,"prize_5th"
2023-04-16,829653,"prize_5th"
2023-04-16,908317,"prize_5th"
2023-04-16,015179,"prize_5th"
2023-04-16,124069,"prize_5th"
2023-04-16,259145,"prize_5th"
2023-04-16,336921,"prize_5th"
2023-04-16,467408,"prize_5th"
2023-04-16,557726,"prize_5th"
2023-04-16,651176,"prize_5th"
2023-04-16,734201,"prize_5th"
2023-04-16,837253,"prize_5th"
2023-04-16,914025,"prize_5th"
2023-04-16,027562,"prize_5th"
2023-04-16,130756,"prize_5th"
2023-04-16,262017,"prize_5th"
2023-04-16,355688,"prize_5th"
2023-04-16,469148,"prize_5th"
2023-04-16,562066,"prize_5th"
2023-04-16,653059,"prize_5th"
2023-04-16,738142,"prize_5th"
2023-04-16,853835,"prize_5th"
2023-04-16,959864,"prize_5th"
2023-04-16,040244,"prize_5th"
2023-04-16,149548,"prize_5th"
2023-04-16,267906,"prize_5th"
2023-04-16,369131,"prize_5th"
2023-04-16,486640,"prize_5th"
2023-04-16,562781,"prize_5th"
2023-04-16,655271,"prize_5th"
2023-04-16,776211,"prize_5th"
2023-04-16,856155,"prize_5th"
2023-04-16,960770,"prize_5th"
2023-04-16,047128,"prize_5th"
2023-04-16,169360,"prize_5th"
2023-04-16,269699,"prize_5th"
2023-04-16,381427,"prize_5th"
2023-04-16,489175,"prize_5th"
2023-04-16,563383,"prize_5th"
2023-04-16,657925,"prize_5th"
2023-04-16,800774,"prize_5th"
2023-04-16,857735,"prize_5th"
2023-04-16,965993,"prize_5th"
2023-04-16,056980,"prize_5th"
2023-04-16,179849,"prize_5th"
2023-04-16,290088,"prize_5th"
2023-04-16,394023,"prize_5th"
2023-04-16,519011,"prize_5th"
2023-04-16,563797,"prize_5th"
2023-04-16,672041,"prize_5th"
2023-04-16,801708,"prize_5th"
2023-04-16,871052,"prize_5th"
2023-04-16,967068,"prize_5th"
2023-04-16,065323,"prize_5th"
2023-04-16,183391,"prize_5th"
2023-04-16,305228,"prize_5th"
2023-04-16,394997,"prize_5th"
2023-04-16,522039,"prize_5th"
2023-04-16,569596,"prize_5th"
2023-04-16,684115,"prize_5th"
2023-04-16,810587,"prize_5th"
2023-04-16,872934,"prize_5th"
2023-04-16,979575,"prize_5th"
2023-04-16,080406,"prize_5th"
2023-04-16,197588,"prize_5th"
2023-04-16,305459,"prize_5th"
2023-04-16,433547,"prize_5th"
2023-04-16,536354,"prize_5th"
2023-04-16,594874,"prize_5th"
2023-04-16,685501,"prize_5th"
2023-04-16,815223,"prize_5th"
2023-04-16,888639,"prize_5th"
2023-04-16,996324,"prize_5th"
2023-04-01,087907,"prize_1st"
2023-04-01,99,"prize_2digits"
2023-04-01,111,"prize_pre_3digit"
2023-04-01,914,"prize_pre_3digit"
2023-04-01,290,"prize_sub_3digits"
2023-04-01,698,"prize_sub_3digits"
2023-04-01,087906,"nearby_1st"
2023-04-01,087908,"nearby_1st"
2023-04-01,108675,"prize_2nd"
2023-04-01,196954,"prize_2nd"
2023-04-01,250149,"prize_2nd"
2023-04-01,309743,"prize_2nd"
2023-04-01,805914,"prize_2nd"
2023-04-01,038539,"prize_3rd"
2023-04-01,107827,"prize_3rd"
2023-04-01,212379,"prize_3rd"
2023-04-01,316883,"prize_3rd"
2023-04-01,352585,"prize_3rd"
2023-04-01,362424,"prize_3rd"
2023-04-01,529206,"prize_3rd"
2023-04-01,551768,"prize_3rd"
2023-04-01,715548,"prize_3rd"
2023-04-01,769712,"prize_3rd"
2023-04-01,035885,"prize_4th"
2023-04-01,141530,"prize_4th"
2023-04-01,214808,"prize_4th"
2023-04-01,282700,"prize_4th"
2023-04-01,378089,"prize_4th"
2023-04-01,446793,"prize_4th"
2023-04-01,581827,"prize_4th"
2023-04-01,629482,"prize_4th"
2023-04-01,749558,"prize_4th"
2023-04-01,798449,"prize_4th"
2023-04-01,056080,"prize_4th"
2023-04-01,155329,"prize_4th"
2023-04-01,219843,"prize_4th"
2023-04-01,286399,"prize_4th"
2023-04-01,387188,"prize_4th"
2023-04-01,461495,"prize_4th"
2023-04-01,597800,"prize_4th"
2023-04-01,691942,"prize_4th"
2023-04-01,760291,"prize_4th"
2023-04-01,832248,"prize_4th"
2023-04-01,060689,"prize_4th"
2023-04-01,179111,"prize_4th"
2023-04-01,224219,"prize_4th"
2023-04-01,289055,"prize_4th"
2023-04-01,399332,"prize_4th"
2023-04-01,471524,"prize_4th"
2023-04-01,615972,"prize_4th"
2023-04-01,695871,"prize_4th"
2023-04-01,773341,"prize_4th"
2023-04-01,912239,"prize_4th"
2023-04-01,079640,"prize_4th"
2023-04-01,200071,"prize_4th"
2023-04-01,233961,"prize_4th"
2023-04-01,316115,"prize_4th"
2023-04-01,426109,"prize_4th"
2023-04-01,495593,"prize_4th"
2023-04-01,618938,"prize_4th"
2023-04-01,723169,"prize_4th"
2023-04-01,776468,"prize_4th"
2023-04-01,914923,"prize_4th"
2023-04-01,137670,"prize_4th"
2023-04-01,200760,"prize_4th"
2023-04-01,240022,"prize_4th"
2023-04-01,319181,"prize_4th"
2023-04-01,445688,"prize_4th"
2023-04-01,520212,"prize_4th"
2023-04-01,620544,"prize_4th"
2023-04-01,731192,"prize_4th"
2023-04-01,778250,"prize_4th"
2023-04-01,925280,"prize_4th"
2023-04-01,006519,"prize_5th"
2023-04-01,096227,"prize_5th"
2023-04-01,202603,"prize_5th"
2023-04-01,276878,"prize_5th"
2023-04-01,351838,"prize_5th"
2023-04-01,448756,"prize_5th"
2023-04-01,553533,"prize_5th"
2023-04-01,619846,"prize_5th"
2023-04-01,756586,"prize_5th"
2023-04-01,869884,"prize_5th"
2023-04-01,009898,"prize_5th"
2023-04-01,108849,"prize_5th"
2023-04-01,228794,"prize_5th"
2023-04-01,295474,"prize_5th"
2023-04-01,351946,"prize_5th"
2023-04-01,453902,"prize_5th"
2023-04-01,575464,"prize_5th"
2023-04-01,646796,"prize_5th"
2023-04-01,759967,"prize_5th"
2023-04-01,905388,"prize_5th"
2023-04-01,010376,"prize_5th"
2023-04-01,110138,"prize_5th"
2023-04-01,229106,"prize_5th"
2023-04-01,297612,"prize_5th"
2023-04-01,353376,"prize_5th"
2023-04-01,456828,"prize_5th"
2023-04-01,578532,"prize_5th"
2023-04-01,654070,"prize_5th"
2023-04-01,763652,"prize_5th"
2023-04-01,920401,"prize_5th"
2023-04-01,014290,"prize_5th"
2023-04-01,136409,"prize_5th"
2023-04-01,243494,"prize_5th"
2023-04-01,303362,"prize_5th"
2023-04-01,353513,"prize_5th"
2023-04-01,492817,"prize_5th"
2023-04-01,585525,"prize_5th"
2023-04-01,684959,"prize_5th"
2023-04-01,789207,"prize_5th"
2023-04-01,920414,"prize_5th"
2023-04-01,014589,"prize_5th"
2023-04-01,136889,"prize_5th"
2023-04-01,243870,"prize_5th"
2023-04-01,318054,"prize_5th"
2023-04-01,354120,"prize_5th"
2023-04-01,495859,"prize_5th"
2023-04-01,588729,"prize_5th"
2023-04-01,689647,"prize_5th"
2023-04-01,791255,"prize_5th"
2023-04-01,924716,"prize_5th"
2023-04-01,018117,"prize_5th"
2023-04-01,141406,"prize_5th"
2023-04-01,244277,"prize_5th"
2023-04-01,329146,"prize_5th"
2023-04-01,354986,"prize_5th"
2023-04-01,521547,"prize_5th"
2023-04-01,593198,"prize_5th"
2023-04-01,699554,"prize_5th"
2023-04-01,794147,"prize_5th"
2023-04-01,946395,"prize_5th"
2023-04-01,044610,"prize_5th"
2023-04-01,156691,"prize_5th"
2023-04-01,254155,"prize_5th"
2023-04-01,336620,"prize_5th"
2023-04-01,390637,"prize_5th"
2023-04-01,525829,"prize_5th"
2023-04-01,593908,"prize_5th"
2023-04-01,705018,"prize_5th"
2023-04-01,806594,"prize_5th"
2023-04-01,968357,"prize_5th"
2023-04-01,058231,"prize_5th"
2023-04-01,173884,"prize_5th"
2023-04-01,254451,"prize_5th"
2023-04-01,346718,"prize_5th"
2023-04-01,404061,"prize_5th"
2023-04-01,526829,"prize_5th"
2023-04-01,608709,"prize_5th"
2023-04-01,709284,"prize_5th"
2023-04-01,808721,"prize_5th"
2023-04-01,971294,"prize_5th"
2023-04-01,068624,"prize_5th"
2023-04-01,174755,"prize_5th"
2023-04-01,264393,"prize_5th"
2023-04-01,347094,"prize_5th"
2023-04-01,415662,"prize_5th"
2023-04-01,528850,"prize_5th"
2023-04-01,613522,"prize_5th"
2023-04-01,751782,"prize_5th"
2023-04-01,812122,"prize_5th"
2023-04-01,987629,"prize_5th"
2023-04-01,092653,"prize_5th"
2023-04-01,198655,"prize_5th"
2023-04-01,271902,"prize_5th"
2023-04-01,348838,"prize_5th"
2023-04-01,441625,"prize_5th"
2023-04-01,531959,"prize_5th"
2023-04-01,616981,"prize_5th"
2023-04-01,756310,"prize_5th"
2023-04-01,858303,"prize_5th"
2023-04-01,990976,"prize_5th"
2023-03-16,025873,"prize_1st"
2023-03-16,73,"prize_2digits"
2023-03-16,420,"prize_pre_3digit"
2023-03-16,800,"prize_pre_3digit"
2023-03-16,355,"prize_sub_3digits"
2023-03-16,544,"prize_sub_3digits"
2023-03-16,025872,"nearby_1st"
2023-03-16,025874,"nearby_1st"
2023-03-16,775836,"prize_2nd"
2023-03-16,153108,"prize_2nd"
2023-03-16,478174,"prize_2nd"
2023-03-16,697347,"prize_2nd"
2023-03-16,534266,"prize_2nd"
2023-03-16,360478,"prize_3rd"
2023-03-16,496567,"prize_3rd"
2023-03-16,430702,"prize_3rd"
2023-03-16,744136,"prize_3rd"
2023-03-16,971489,"prize_3rd"
2023-03-16,613950,"prize_3rd"
2023-03-16,969765,"prize_3rd"
2023-03-16,361344,"prize_3rd"
2023-03-16,029107,"prize_3rd"
2023-03-16,879269,"prize_3rd"
2023-03-16,184409,"prize_4th"
2023-03-16,834288,"prize_4th"
2023-03-16,679146,"prize_4th"
2023-03-16,587705,"prize_4th"
2023-03-16,871068,"prize_4th"
2023-03-16,529065,"prize_4th"
2023-03-16,582282,"prize_4th"
2023-03-16,676443,"prize_4th"
2023-03-16,787565,"prize_4th"
2023-03-16,952379,"prize_4th"
2023-03-16,564687,"prize_4th"
2023-03-16,848545,"prize_4th"
2023-03-16,314757,"prize_4th"
2023-03-16,027196,"prize_4th"
2023-03-16,635115,"prize_4th"
2023-03-16,623564,"prize_4th"
2023-03-16,306801,"prize_4th"
2023-03-16,440471,"prize_4th"
2023-03-16,472752,"prize_4th"
2023-03-16,934399,"prize_4th"
2023-03-16,128100,"prize_4th"
2023-03-16,120788,"prize_4th"
2023-03-16,338367,"prize_4th"
2023-03-16,998001,"prize_4th"
2023-03-16,014346,"prize_4th"
2023-03-16,702114,"prize_4th"
2023-03-16,281278,"prize_4th"
2023-03-16,908204,"prize_4th"
2023-03-16,957812,"prize_4th"
2023-03-16,563671,"prize_4th"
2023-03-16,327885,"prize_4th"
2023-03-16,671298,"prize_4th"
2023-03-16,487534,"prize_4th"
2023-03-16,665041,"prize_4th"
2023-03-16,231343,"prize_4th"
2023-03-16,664164,"prize_4th"
2023-03-16,344109,"prize_4th"
2023-03-16,175353,"prize_4th"
2023-03-16,169176,"prize_4th"
2023-03-16,869588,"prize_4th"
2023-03-16,515287,"prize_4th"
2023-03-16,593044,"prize_4th"
2023-03-16,173077,"prize_4th"
2023-03-16,419505,"prize_4th"
2023-03-16,699622,"prize_4th"
2023-03-16,638548,"prize_4th"
2023-03-16,415660,"prize_4th"
2023-03-16,006622,"prize_4th"
2023-03-16,717278,"prize_4th"
2023-03-16,890879,"prize_4th"
2023-03-16,983535,"prize_5th"
2023-03-16,646339,"prize_5th"
2023-03-16,641170,"prize_5th"
2023-03-16,436715,"prize_5th"
2023-03-16,078308,"prize_5th"
2023-03-16,064617,"prize_5th"
2023-03-16,372638,"prize_5th"
2023-03-16,777103,"prize_5th"
2023-03-16,985828,"prize_5th"
2023-03-16,497766,"prize_5th"
2023-03-16,009228,"prize_5th"
2023-03-16,957043,"prize_5th"
2023-03-16,915645,"prize_5th"
2023-03-16,541313,"prize_5th"
2023-03-16,496237,"prize_5th"
2023-03-16,574921,"prize_5th"
2023-03-16,856565,"prize_5th"
2023-03-16,850542,"prize_5th"
2023-03-16,432116,"prize_5th"
2023-03-16,202019,"prize_5th"
2023-03-16,706166,"prize_5th"
2023-03-16,328855,"prize_5th"
2023-03-16,616929,"prize_5th"
2023-03-16,396555,"prize_5th"
2023-03-16,094021,"prize_5th"
2023-03-16,043645,"prize_5th"
2023-03-16,333159,"prize_5th"
2023-03-16,523046,"prize_5th"
2023-03-16,582180,"prize_5th"
2023-03-16,694975,"prize_5th"
2023-03-16,287953,"prize_5th"
2023-03-16,070828,"prize_5th"
2023-03-16,010633,"prize_5th"
2023-03-16,034858,"prize_5th"
2023-03-16,450343,"prize_5th"
2023-03-16,439558,"prize_5th"
2023-03-16,517387,"prize_5th"
2023-03-16,393454,"prize_5th"
2023-03-16,344024,"prize_5th"
2023-03-16,501719,"prize_5th"
2023-03-16,901050,"prize_5th"
2023-03-16,538630,"prize_5th"
2023-03-16,983082,"prize_5th"
2023-03-16,349221,"prize_5th"
2023-03-16,596665,"prize_5th"
2023-03-16,286330,"prize_5th"
2023-03-16,073953,"prize_5th"
2023-03-16,382879,"prize_5th"
2023-03-16,728118,"prize_5th"
2023-03-16,393750,"prize_5th"
2023-03-16,664385,"prize_5th"
2023-03-16,979370,"prize_5th"
2023-03-16,342488,"prize_5th"
2023-03-16,321556,"prize_5th"
2023-03-16,520275,"prize_5th"
2023-03-16,629103,"prize_5th"
2023-03-16,367856,"prize_5th"
2023-03-16,920512,"prize_5th"
2023-03-16,959565,"prize_5th"
2023-03-16,363601,"prize_5th"
2023-03-16,551468,"prize_5th"
2023-03-16,503278,"prize_5th"
2023-03-16,339852,"prize_5th"
2023-03-16,954337,"prize_5th"
2023-03-16,188737,"prize_5th"
2023-03-16,592595,"prize_5th"
2023-03-16,518761,"prize_5th"
2023-03-16,102340,"prize_5th"
2023-03-16,182055,"prize_5th"
2023-03-16,231230,"prize_5th"
2023-03-16,470638,"prize_5th"
2023-03-16,634249,"prize_5th"
2023-03-16,423650,"prize_5th"
2023-03-16,422111,"prize_5th"
2023-03-16,008238,"prize_5th"
2023-03-16,014579,"prize_5th"
2023-03-16,611817,"prize_5th"
2023-03-16,897677,"prize_5th"
2023-03-16,128642,"prize_5th"
2023-03-16,563104,"prize_5th"
2023-03-16,773198,"prize_5th"
2023-03-16,984364,"prize_5th"
2023-03-16,198197,"prize_5th"
2023-03-16,177231,"prize_5th"
2023-03-16,880589,"prize_5th"
2023-03-16,691253,"prize_5th"
2023-03-16,364811,"prize_5th"
2023-03-16,131730,"prize_5th"
2023-03-16,152814,"prize_5th"
2023-03-16,583034,"prize_5th"
2023-03-16,985000,"prize_5th"
2023-03-16,345826,"prize_5th"
2023-03-16,544919,"prize_5th"
2023-03-16,262670,"prize_5th"
2023-03-16,988180,"prize_5th"
2023-03-16,473355,"prize_5th"
2023-03-16,917641,"prize_5th"
2023-03-16,686936,"prize_5th"
2023-03-16,199578,"prize_5th"
2023-03-16,724264,"prize_5th"
2023-03-01,417652,"prize_1st"
2023-03-01,55,"prize_2digits"
2023-03-01,577,"prize_pre_3digit"
2023-03-01,919,"prize_pre_3digit"
2023-03-01,748,"prize_sub_3digits"
2023-03-01,984,"prize_sub_3digits"
2023-03-01,417651,"nearby_1st"
2023-03-01,417653,"nearby_1st"
2023-03-01,024604,"prize_2nd"
2023-03-01,099227,"prize_2nd"
2023-03-01,427219,"prize_2nd"
2023-03-01,498462,"prize_2nd"
2023-03-01,665106,"prize_2nd"
2023-03-01,121311,"prize_3rd"
2023-03-01,170533,"prize_3rd"
2023-03-01,218464,"prize_3rd"
2023-03-01,426767,"prize_3rd"
2023-03-01,617816,"prize_3rd"
2023-03-01,660926,"prize_3rd"
2023-03-01,681403,"prize_3rd"
2023-03-01,759727,"prize_3rd"
2023-03-01,869111,"prize_3rd"
2023-03-01,959652,"prize_3rd"
2023-03-01,151317,"prize_4th"
2023-03-01,244439,"prize_4th"
2023-03-01,271844,"prize_4th"
2023-03-01,316965,"prize_4th"
2023-03-01,413738,"prize_4th"
2023-03-01,520464,"prize_4th"
2023-03-01,657260,"prize_4th"
2023-03-01,770467,"prize_4th"
2023-03-01,846129,"prize_4th"
2023-03-01,952854,"prize_4th"
2023-03-01,174923,"prize_4th"
2023-03-01,245900,"prize_4th"
2023-03-01,274081,"prize_4th"
2023-03-01,331405,"prize_4th"
2023-03-01,419942,"prize_4th"
2023-03-01,526312,"prize_4th"
2023-03-01,696482,"prize_4th"
2023-03-01,800978,"prize_4th"
2023-03-01,899425,"prize_4th"
2023-03-01,957925,"prize_4th"
2023-03-01,198033,"prize_4th"
2023-03-01,248306,"prize_4th"
2023-03-01,277981,"prize_4th"
2023-03-01,338822,"prize_4th"
2023-03-01,462429,"prize_4th"
2023-03-01,592890,"prize_4th"
2023-03-01,701855,"prize_4th"
2023-03-01,810220,"prize_4th"
2023-03-01,922107,"prize_4th"
2023-03-01,965793,"prize_4th"
2023-03-01,199386,"prize_4th"
2023-03-01,256258,"prize_4th"
2023-03-01,296067,"prize_4th"
2023-03-01,365393,"prize_4th"
2023-03-01,509922,"prize_4th"
2023-03-01,614991,"prize_4th"
2023-03-01,735802,"prize_4th"
2023-03-01,818967,"prize_4th"
2023-03-01,923383,"prize_4th"
2023-03-01,980781,"prize_4th"
2023-03-01,210176,"prize_4th"
2023-03-01,265721,"prize_4th"
2023-03-01,312150,"prize_4th"
2023-03-01,413072,"prize_4th"
2023-03-01,511901,"prize_4th"
2023-03-01,657098,"prize_4th"
2023-03-01,745875,"prize_4th"
2023-03-01,822350,"prize_4th"
2023-03-01,927501,"prize_4th"
2023-03-01,992708,"prize_4th"
2023-03-01,016249,"prize_5th"
2023-03-01,109323,"prize_5th"
2023-03-01,207704,"prize_5th"
2023-03-01,306694,"prize_5th"
2023-03-01,398686,"prize_5th"
2023-03-01,493708,"prize_5th"
2023-03-01,632198,"prize_5th"
2023-03-01,729033,"prize_5th"
2023-03-01,840700,"prize_5th"
2023-03-01,936853,"prize_5th"
2023-03-01,024522,"prize_5th"
2023-03-01,132211,"prize_5th"
2023-03-01,219347,"prize_5th"
2023-03-01,316125,"prize_5th"
2023-03-01,415434,"prize_5th"
2023-03-01,504824,"prize_5th"
2023-03-01,642733,"prize_5th"
2023-03-01,735241,"prize_5th"
2023-03-01,850381,"prize_5th"
2023-03-01,939220,"prize_5th"
2023-03-01,028933,"prize_5th"
2023-03-01,142069,"prize_5th"
2023-03-01,222429,"prize_5th"
2023-03-01,343745,"prize_5th"
2023-03-01,420298,"prize_5th"
2023-03-01,507015,"prize_5th"
2023-03-01,650225,"prize_5th"
2023-03-01,766375,"prize_5th"
2023-03-01,857858,"prize_5th"
2023-03-01,942908,"prize_5th"
2023-03-01,040767,"prize_5th"
2023-03-01,150256,"prize_5th"
2023-03-01,222633,"prize_5th"
2023-03-01,350343,"prize_5th"
2023-03-01,431007,"prize_5th"
2023-03-01,533008,"prize_5th"
2023-03-01,656171,"prize_5th"
2023-03-01,770254,"prize_5th"
2023-03-01,861160,"prize_5th"
2023-03-01,943667,"prize_5th"
2023-03-01,041855,"prize_5th"
2023-03-01,157181,"prize_5th"
2023-03-01,236875,"prize_5th"
2023-03-01,355854,"prize_5th"
2023-03-01,442219,"prize_5th"
2023-03-01,539563,"prize_5th"
2023-03-01,686128,"prize_5th"
2023-03-01,772529,"prize_5th"
2023-03-01,864612,"prize_5th"
2023-03-01,949994,"prize_5th"
2023-03-01,054675,"prize_5th"
2023-03-01,170837,"prize_5th"
2023-03-01,247365,"prize_5th"
2023-03-01,380695,"prize_5th"
2023-03-01,456607,"prize_5th"
2023-03-01,543234,"prize_5th"
2023-03-01,691446,"prize_5th"
2023-03-01,777986,"prize_5th"
2023-03-01,887058,"prize_5th"
2023-03-01,956022,"prize_5th"
2023-03-01,061732,"prize_5th"
2023-03-01,177245,"prize_5th"
2023-03-01,252287,"prize_5th"
2023-03-01,380857,"prize_5th"
2023-03-01,466910,"prize_5th"
2023-03-01,551960,"prize_5th"
2023-03-01,692135,"prize_5th"
2023-03-01,808403,"prize_5th"
2023-03-01,903781,"prize_5th"
2023-03-01,966383,"prize_5th"
2023-03-01,067257,"prize_5th"
2023-03-01,178986,"prize_5th"
2023-03-01,255899,"prize_5th"
2023-03-01,388136,"prize_5th"
2023-03-01,474312,"prize_5th"
2023-03-01,566144,"prize_5th"
2023-03-01,693441,"prize_5th"
2023-03-01,809832,"prize_5th"
2023-03-01,914810,"prize_5th"
2023-03-01,970936,"prize_5th"
2023-03-01,068469,"prize_5th"
2023-03-01,186066,"prize_5th"
2023-03-01,297982,"prize_5th"
2023-03-01,390666,"prize_5th"
2023-03-01,480624,"prize_5th"
2023-03-01,596212,"prize_5th"
2023-03-01,700941,"prize_5th"
2023-03-01,819948,"prize_5th"
2023-03-01,917588,"prize_5th"
2023-03-01,973360,"prize_5th"
2023-03-01,074212,"prize_5th"
2023-03-01,199913,"prize_5th"
2023-03-01,305066,"prize_5th"
2023-03-01,396183,"prize_5th"
2023-03-01,486618,"prize_5th"
2023-03-01,631747,"prize_5th"
2023-03-01,719391,"prize_5th"
2023-03-01,820963,"prize_5th"
2023-03-01,923197,"prize_5th"
2023-03-01,995430,"prize_5th"
2023-02-16,590417,"prize_1st"
2023-02-16,80,"prize_2digits"
2023-02-16,195,"prize_pre_3digit"
2023-02-16,664,"prize_pre_3digit"
2023-02-16,377,"prize_sub_3digits"
2023-02-16,523,"prize_sub_3digits"
2023-02-16,590416,"nearby_1st"
2023-02-16,590418,"nearby_1st"
2023-02-16,194178,"prize_2nd"
2023-02-16,198636,"prize_2nd"
2023-02-16,398000,"prize_2nd"
2023-02-16,486898,"prize_2nd"
2023-02-16,767596,"prize_2nd"
2023-02-16,053182,"prize_3rd"
2023-02-16,152943,"prize_3rd"
2023-02-16,239780,"prize_3rd"
2023-02-16,304884,"prize_3rd"
2023-02-16,354114,"prize_3rd"
2023-02-16,411018,"prize_3rd"
2023-02-16,448184,"prize_3rd"
2023-02-16,531769,"prize_3rd"
2023-02-16,667130,"prize_3rd"
2023-02-16,709265,"prize_3rd"
2023-02-16,006361,"prize_4th"
2023-02-16,060482,"prize_4th"
2023-02-16,120673,"prize_4th"
2023-02-16,228329,"prize_4th"
2023-02-16,450558,"prize_4th"
2023-02-16,555704,"prize_4th"
2023-02-16,614111,"prize_4th"
2023-02-16,644921,"prize_4th"
2023-02-16,748524,"prize_4th"
2023-02-16,913793,"prize_4th"
2023-02-16,008973,"prize_4th"
2023-02-16,078519,"prize_4th"
2023-02-16,121618,"prize_4th"
2023-02-16,326271,"prize_4th"
2023-02-16,458524,"prize_4th"
2023-02-16,569087,"prize_4th"
2023-02-16,622384,"prize_4th"
2023-02-16,662886,"prize_4th"
2023-02-16,766816,"prize_4th"
2023-02-16,931295,"prize_4th"
2023-02-16,039828,"prize_4th"
2023-02-16,095387,"prize_4th"
2023-02-16,186098,"prize_4th"
2023-02-16,421297,"prize_4th"
2023-02-16,503513,"prize_4th"
2023-02-16,575768,"prize_4th"
2023-02-16,631802,"prize_4th"
2023-02-16,673690,"prize_4th"
2023-02-16,807392,"prize_4th"
2023-02-16,941783,"prize_4th"
2023-02-16,051049,"prize_4th"
2023-02-16,112830,"prize_4th"
2023-02-16,205102,"prize_4th"
2023-02-16,435634,"prize_4th"
2023-02-16,511459,"prize_4th"
2023-02-16,603000,"prize_4th"
2023-02-16,634256,"prize_4th"
2023-02-16,689786,"prize_4th"
2023-02-16,860773,"prize_4th"
2023-02-16,960621,"prize_4th"
2023-02-16,056437,"prize_4th"
2023-02-16,114306,"prize_4th"
2023-02-16,222244,"prize_4th"
2023-02-16,448407,"prize_4th"
2023-02-16,551466,"prize_4th"
2023-02-16,607573,"prize_4th"
2023-02-16,637017,"prize_4th"
2023-02-16,709631,"prize_4th"
2023-02-16,905891,"prize_4th"
2023-02-16,989415,"prize_4th"
2023-02-16,003361,"prize_5th"
2023-02-16,123176,"prize_5th"
2023-02-16,180079,"prize_5th"
2023-02-16,283774,"prize_5th"
2023-02-16,399445,"prize_5th"
2023-02-16,486748,"prize_5th"
2023-02-16,616456,"prize_5th"
2023-02-16,724435,"prize_5th"
2023-02-16,789237,"prize_5th"
2023-02-16,905563,"prize_5th"
2023-02-16,020005,"prize_5th"
2023-02-16,127779,"prize_5th"
2023-02-16,192976,"prize_5th"
2023-02-16,296076,"prize_5th"
2023-02-16,416509,"prize_5th"
2023-02-16,495110,"prize_5th"
2023-02-16,625447,"prize_5th"
2023-02-16,725408,"prize_5th"
2023-02-16,798943,"prize_5th"
2023-02-16,912665,"prize_5th"
2023-02-16,023570,"prize_5th"
2023-02-16,135213,"prize_5th"
2023-02-16,207265,"prize_5th"
2023-02-16,301697,"prize_5th"
2023-02-16,418550,"prize_5th"
2023-02-16,526384,"prize_5th"
2023-02-16,641132,"prize_5th"
2023-02-16,731197,"prize_5th"
2023-02-16,803331,"prize_5th"
2023-02-16,918029,"prize_5th"
2023-02-16,034018,"prize_5th"
2023-02-16,142403,"prize_5th"
2023-02-16,219087,"prize_5th"
2023-02-16,309313,"prize_5th"
2023-02-16,419108,"prize_5th"
2023-02-16,530904,"prize_5th"
2023-02-16,655315,"prize_5th"
2023-02-16,737252,"prize_5th"
2023-02-16,835812,"prize_5th"
2023-02-16,933813,"prize_5th"
2023-02-16,067215,"prize_5th"
2023-02-16,149507,"prize_5th"
2023-02-16,224667,"prize_5th"
2023-02-16,327988,"prize_5th"
